Level	Date and Time	User	Category	Description	
Information	12/09/2013 15:30:41	administrator	System	Data forwarding: ProRAE Guardian V1.70 fchen-PC at IP address 172.18.12.73:20420 logoff.	
Information	12/09/2013 15:30:41	administrator	System	Data Forwarding: 172.18.12.73:20420 is disconnected.	
Information	12/09/2013 15:28:59	administrator	System	Data Forwarding: 172.18.12.73:20420 is connected.	
Information	12/09/2013 15:28:59	administrator	System	Data forwarding: ProRAE Guardian V1.70 fchen-PC at IP address 172.18.12.73:20420 passed authorization and logon.	
Information	12/09/2013 15:16:58	administrator	System	Cascade out: Connect to 50.19.81.10:9727 ...	
Information	12/09/2013 15:16:28	administrator	System	Data forwarding: ProRAE Guardian V1.70 fchen-PC at IP address 172.18.12.73:20344 logoff.	
Information	12/09/2013 15:16:28	administrator	System	Data Forwarding: 172.18.12.73:20344 is disconnected.	
Information	12/09/2013 15:15:17	administrator	System	Data Forwarding: 172.18.12.73:20344 is connected.	
Information	12/09/2013 15:15:17	administrator	System	Data forwarding: ProRAE Guardian V1.70 fchen-PC at IP address 172.18.12.73:20344 passed authorization and logon.	
Warning	12/09/2013 15:10:38	administrator	System	Cascade out: Failed to connect to 50.19.81.10:9727!	
Information	12/09/2013 15:10:17	administrator	System	Cascade out: Disconnect from 50.19.81.10:9727 ...	
Information	12/09/2013 15:08:09	administrator	System	Cascade out: Connect to 50.19.81.10:9727 ...	
Information	12/09/2013 14:59:05	administrator	System	Data forwarding: ProRAE Guardian V1.70 fchen-PC at IP address 172.18.12.73:20209 logoff.	
Information	12/09/2013 14:59:05	administrator	System	Data Forwarding: 172.18.12.73:20209 is disconnected.	
Information	12/09/2013 14:58:31	administrator	System	Data Forwarding: 172.18.12.73:20209 is connected.	
Information	12/09/2013 14:58:31	administrator	System	Data forwarding: ProRAE Guardian V1.70 fchen-PC at IP address 172.18.12.73:20209 passed authorization and logon.	
Information	12/09/2013 14:49:14	administrator	System	Data forwarding: ProRAE Guardian V1.70 fchen-PC at IP address 172.18.12.73:20111 logoff.	
Information	12/09/2013 14:49:14	administrator	System	Data Forwarding: 172.18.12.73:20111 is disconnected.	
Information	12/09/2013 14:47:58	administrator	System	Data Forwarding: 172.18.12.73:20111 is connected.	
Information	12/09/2013 14:47:58	administrator	System	Data forwarding: ProRAE Guardian V1.70 fchen-PC at IP address 172.18.12.73:20111 passed authorization and logon.	
Information	12/09/2013 14:47:07	administrator	System	Data forwarding: ProRAE Guardian V1.70 fchen-PC at IP address 172.18.12.73:20082 logoff.	
Information	12/09/2013 14:47:07	administrator	System	Data Forwarding: 172.18.12.73:20082 is disconnected.	
Information	12/09/2013 14:43:51	administrator	System	Data Forwarding: 172.18.12.73:20082 is connected.	
Information	12/09/2013 14:43:51	administrator	System	Data forwarding: ProRAE Guardian V1.70 fchen-PC at IP address 172.18.12.73:20082 passed authorization and logon.	
Information	12/09/2013 14:43:26	administrator	System	Data forwarding: ProRAE Guardian V1.70 fchen-PC at IP address 172.18.12.73:20068 logoff.	
Information	12/09/2013 14:43:26	administrator	System	Data Forwarding: 172.18.12.73:20068 is disconnected.	
Information	12/09/2013 14:43:01	administrator	System	Data Forwarding: 172.18.12.73:20068 is connected.	
Information	12/09/2013 14:43:01	administrator	System	Data forwarding: ProRAE Guardian V1.70 fchen-PC at IP address 172.18.12.73:20068 passed authorization and logon.	
Information	12/09/2013 14:17:45	administrator	System	Data Forwarding: 172.18.50.37:11024 is connected.	
Information	12/09/2013 14:17:45	administrator	System	Data forwarding: ProRAE Guardian V1.80 rec-sw-wlxu at IP address 172.18.50.37:11024 passed authorization and logon.	
Warning	12/09/2013 14:02:19	administrator	System	Cascade out: Failed to connect to 50.19.81.10:9727!	
Information	12/09/2013 14:01:58	administrator	System	Cascade out: Disconnect from 50.19.81.10:9727 ...	
Information	12/09/2013 13:30:47	administrator	System	Cascade out: Disconnect from 50.19.81.10:9727 ...	
Information	12/09/2013 13:30:47	administrator	System	Cascade out: Connect to 50.19.81.10:9727 ...	
Information	12/09/2013 12:39:07	administrator	System	Cascade out: Disconnect from 50.19.81.10:9727 ...	
Information	12/09/2013 12:39:07	administrator	System	Cascade out: Connect to 50.19.81.10:9727 ...	
Information	12/09/2013 11:48:32	administrator	System	Cascade out: Disconnect from 50.19.81.10:9727 ...	
Information	12/09/2013 11:48:32	administrator	System	Cascade out: Connect to 50.19.81.10:9727 ...	
Information	12/09/2013 10:56:55	administrator	System	Cascade out: Disconnect from 50.19.81.10:9727 ...	
Information	12/09/2013 10:56:55	administrator	System	Cascade out: Connect to 50.19.81.10:9727 ...	
Information	12/09/2013 10:32:23	administrator	System	Data forwarding: ProRAE Guardian V1.80 rec-sw-wlxu at IP address 172.18.50.37:1768 logoff.	
Information	12/09/2013 10:32:23	administrator	System	Data Forwarding: 172.18.50.37:1768 is disconnected.	
Information	12/09/2013 10:04:57	administrator	System	Cascade out: Disconnect from 50.19.81.10:9727 ...	
Information	12/09/2013 10:04:57	administrator	System	Cascade out: Connect to 50.19.81.10:9727 ...	
Information	12/09/2013 10:02:40	administrator	System	Router(F082000003) goes online.	
Alarm	12/09/2013 09:56:41	administrator	System	Router(F082000003) is offline.	
Information	12/09/2013 09:12:57	administrator	System	Cascade out: Disconnect from 50.19.81.10:9727 ...	
Information	12/09/2013 09:12:57	administrator	System	Cascade out: Connect to 50.19.81.10:9727 ...	
Information	12/09/2013 09:06:22	administrator	System	Data Forwarding: 172.18.50.37:1768 is connected.	
Information	12/09/2013 09:06:22	administrator	System	Data forwarding: ProRAE Guardian V1.80 rec-sw-wlxu at IP address 172.18.50.37:1768 passed authorization and logon.	
Information	12/09/2013 08:20:31	administrator	System	Cascade out: Disconnect from 50.19.81.10:9727 ...	
Information	12/09/2013 08:20:31	administrator	System	Cascade out: Connect to 50.19.81.10:9727 ...	
Information	12/09/2013 08:16:56	administrator	System	Data forwarding: ProRAE Guardian V1.80 w-rec-kren at IP address 172.18.50.81:2156 logoff.	
Information	12/09/2013 08:16:56	administrator	System	Data Forwarding: 172.18.50.81:2156 is disconnected.	
Information	12/09/2013 07:28:08	administrator	System	Cascade out: Connect to 50.19.81.10:9727 ...	
Information	12/09/2013 07:28:07	administrator	System	Cascade out: Disconnect from 50.19.81.10:9727 ...	
Information	12/09/2013 06:35:48	administrator	System	Cascade out: Disconnect from 50.19.81.10:9727 ...	
Information	12/09/2013 06:35:48	administrator	System	Cascade out: Connect to 50.19.81.10:9727 ...	
Information	12/09/2013 05:43:38	administrator	System	Cascade out: Disconnect from 50.19.81.10:9727 ...	
Information	12/09/2013 05:43:38	administrator	System	Cascade out: Connect to 50.19.81.10:9727 ...	
Information	12/09/2013 04:51:18	administrator	System	Cascade out: Disconnect from 50.19.81.10:9727 ...	
Information	12/09/2013 04:51:18	administrator	System	Cascade out: Connect to 50.19.81.10:9727 ...	
Information	12/09/2013 03:59:39	administrator	System	Cascade out: Disconnect from 50.19.81.10:9727 ...	
Information	12/09/2013 03:59:39	administrator	System	Cascade out: Connect to 50.19.81.10:9727 ...	
Information	12/09/2013 03:17:09	administrator	System	Data Forwarding: 172.18.50.81:2156 is connected.	
Information	12/09/2013 03:17:09	administrator	System	Data forwarding: ProRAE Guardian V1.80 w-rec-kren at IP address 172.18.50.81:2156 passed authorization and logon.	
Information	12/09/2013 03:15:28	administrator	System	Data forwarding: ProRAE Guardian V1.80 w-rec-kren at IP address 172.18.50.81:2633 logoff.	
Information	12/09/2013 03:15:28	administrator	System	Data Forwarding: 172.18.50.81:2633 is disconnected.	
Information	12/09/2013 03:07:50	administrator	System	Cascade out: Connect to 50.19.81.10:9727 ...	
Information	12/09/2013 03:07:49	administrator	System	Cascade out: Disconnect from 50.19.81.10:9727 ...	
Information	12/09/2013 02:15:20	administrator	System	Cascade out: Disconnect from 50.19.81.10:9727 ...	
Information	12/09/2013 02:15:20	administrator	System	Cascade out: Connect to 50.19.81.10:9727 ...	
Information	12/09/2013 01:46:13	administrator	System	Data Forwarding: 172.18.50.81:2633 is connected.	
Information	12/09/2013 01:46:13	administrator	System	Data forwarding: ProRAE Guardian V1.80 w-rec-kren at IP address 172.18.50.81:2633 passed authorization and logon.	
Information	12/09/2013 01:44:32	administrator	System	Data forwarding: ProRAE Guardian V1.80 w-rec-kren at IP address 172.18.50.81:4040 logoff.	
Information	12/09/2013 01:44:32	administrator	System	Data Forwarding: 172.18.50.81:4040 is disconnected.	
Information	12/09/2013 01:22:43	administrator	System	Cascade out: Disconnect from 50.19.81.10:9727 ...	
Information	12/09/2013 01:22:43	administrator	System	Cascade out: Connect to 50.19.81.10:9727 ...	
Information	12/09/2013 00:30:44	administrator	System	Cascade out: Connect to 50.19.81.10:9727 ...	
Information	12/09/2013 00:30:43	administrator	System	Cascade out: Disconnect from 50.19.81.10:9727 ...	
Information	11/09/2013 23:38:41	administrator	System	Cascade out: Disconnect from 50.19.81.10:9727 ...	
Information	11/09/2013 23:38:41	administrator	System	Cascade out: Connect to 50.19.81.10:9727 ...	
Information	11/09/2013 21:53:39	administrator	System	Cascade out: Disconnect from 50.19.81.10:9727 ...	
Information	11/09/2013 21:53:39	administrator	System	Cascade out: Connect to 50.19.81.10:9727 ...	
Information	11/09/2013 21:01:01	administrator	System	Cascade out: Connect to 50.19.81.10:9727 ...	
Information	11/09/2013 21:01:00	administrator	System	Cascade out: Disconnect from 50.19.81.10:9727 ...	
Information	11/09/2013 20:08:32	administrator	System	Cascade out: Disconnect from 50.19.81.10:9727 ...	
Information	11/09/2013 20:08:32	administrator	System	Cascade out: Connect to 50.19.81.10:9727 ...	
Information	11/09/2013 19:16:03	administrator	System	Cascade out: Disconnect from 50.19.81.10:9727 ...	
Information	11/09/2013 19:16:03	administrator	System	Cascade out: Connect to 50.19.81.10:9727 ...	
Information	11/09/2013 18:23:43	administrator	System	Cascade out: Disconnect from 50.19.81.10:9727 ...	
Information	11/09/2013 18:23:43	administrator	System	Cascade out: Connect to 50.19.81.10:9727 ...	
Information	11/09/2013 17:31:53	administrator	System	Cascade out: Disconnect from 50.19.81.10:9727 ...	
Information	11/09/2013 17:31:53	administrator	System	Cascade out: Connect to 50.19.81.10:9727 ...	
Information	11/09/2013 16:39:23	administrator	System	Cascade out: Disconnect from 50.19.81.10:9727 ...	
Information	11/09/2013 16:39:23	administrator	System	Cascade out: Connect to 50.19.81.10:9727 ...	
Information	11/09/2013 16:29:50	administrator	System	Data Forwarding: 172.18.50.81:4040 is connected.	
Information	11/09/2013 16:29:50	administrator	System	Data forwarding: ProRAE Guardian V1.80 w-rec-kren at IP address 172.18.50.81:4040 passed authorization and logon.	
Information	11/09/2013 15:47:57	administrator	System	Cascade out: Disconnect from 50.19.81.10:9727 ...	
Information	11/09/2013 15:47:57	administrator	System	Cascade out: Connect to 50.19.81.10:9727 ...	
Information	11/09/2013 15:33:28	administrator	System	Data forwarding: ProRAE Guardian V1.80 rec-sw-wlxu at IP address 172.18.50.100:2819 logoff.	
Information	11/09/2013 15:33:28	administrator	System	Data Forwarding: 172.18.50.100:2819 is disconnected.	
Information	11/09/2013 15:25:13	administrator	System	Data Forwarding: 172.18.50.100:2819 is connected.	
Information	11/09/2013 15:25:13	administrator	System	Data forwarding: ProRAE Guardian V1.80 rec-sw-wlxu at IP address 172.18.50.100:2819 passed authorization and logon.	
Information	11/09/2013 14:55:20	administrator	System	Cascade out: Connect to 50.19.81.10:9727 ...	
Information	11/09/2013 14:55:19	administrator	System	Cascade out: Disconnect from 50.19.81.10:9727 ...	
Information	11/09/2013 14:40:55	administrator	System	Data forwarding: ProRAE Guardian V1.80 REC-SW-CNCHEN at IP address 172.18.13.68:61772 logoff.	
Information	11/09/2013 14:40:55	administrator	System	Data Forwarding: 172.18.13.68:61772 is disconnected.	
Information	11/09/2013 14:03:25	administrator	System	Cascade out: Disconnect from 50.19.81.10:9727 ...	
Information	11/09/2013 14:03:25	administrator	System	Cascade out: Connect to 50.19.81.10:9727 ...	
Alarm	11/09/2013 13:38:41	administrator	System	QRAE3(XXXX000000) is offline.	
Information	11/09/2013 13:38:41	administrator	System	XXXX000000's radio was powered off because of changing PANID.	
Alarm	11/09/2013 13:37:50	administrator	System	QRAE3(XXXX253001) is offline.	
Information	11/09/2013 13:37:50	administrator	System	XXXX253001's radio was powered off because of changing PANID.	
Information	11/09/2013 13:36:31	administrator	System	QRAE3(XXXX000000) goes online.	
Alarm	11/09/2013 13:36:31	administrator	System	QRAE3(XXXX000000) is in alarm: [SO2: CalDue H2S: CAL OXY: CalDue ]	
Information	11/09/2013 13:36:27	administrator	System	QRAE3(XXXX253001) goes online.	
Alarm	11/09/2013 13:12:56	administrator	System	ToxiRAE Pro(G0262009NB) is offline.	
Information	11/09/2013 13:12:56	administrator	System	G0262009NB left network because of changing PANID.	
Information	11/09/2013 13:11:23	administrator	System	Cascade out: Disconnect from 50.19.81.10:9727 ...	
Information	11/09/2013 13:11:23	administrator	System	Cascade out: Connect to 50.19.81.10:9727 ...	
Information	11/09/2013 12:42:36	administrator	System	Data forwarding: ProRAE Guardian V1.80 rec-sw-wlxu at IP address 172.18.50.100:62267 logoff.	
Information	11/09/2013 12:42:36	administrator	System	Data Forwarding: 172.18.50.100:62267 is disconnected.	
Information	11/09/2013 12:19:53	administrator	System	Cascade out: Disconnect from 50.19.81.10:9727 ...	
Information	11/09/2013 12:19:53	administrator	System	Cascade out: Connect to 50.19.81.10:9727 ...	
Information	11/09/2013 12:19:44	administrator	System	Data Forwarding: 172.18.50.100:62267 is connected.	
Information	11/09/2013 12:19:44	administrator	System	Data forwarding: ProRAE Guardian V1.80 rec-sw-wlxu at IP address 172.18.50.100:62267 passed authorization and logon.	
Information	11/09/2013 12:09:39	administrator	System	Router(F082000008) goes online.	
Alarm	11/09/2013 12:05:41	administrator	System	Router(F082000008) is offline.	
Information	11/09/2013 11:28:39	administrator	System	Cascade out: Disconnect from 50.19.81.10:9727 ...	
Information	11/09/2013 11:28:39	administrator	System	Cascade out: Connect to 50.19.81.10:9727 ...	
Information	11/09/2013 10:53:23	administrator	System	Router(F082000008) goes online.	
Information	11/09/2013 10:45:09	administrator	System	Data forwarding: ProRAE Guardian V1.50 ibm-ea12b2906bd at IP address 172.18.12.70:2853 logoff.	
Information	11/09/2013 10:45:09	administrator	System	Data Forwarding: 172.18.12.70:2853 is disconnected.	
Information	11/09/2013 10:43:38	administrator	System	Data Forwarding: 172.18.12.70:2853 is connected.	
Information	11/09/2013 10:43:38	administrator	System	Data forwarding: ProRAE Guardian V1.50 ibm-ea12b2906bd at IP address 172.18.12.70:2853 passed authorization and logon.	
Information	11/09/2013 10:37:09	administrator	System	Cascade out: Disconnect from 50.19.81.10:9727 ...	
Information	11/09/2013 10:37:09	administrator	System	Cascade out: Connect to 50.19.81.10:9727 ...	
Information	11/09/2013 09:52:14	administrator	System	Data forwarding: ProRAE Guardian V1.80 rec-sw-wlxu at IP address 172.18.50.100:59390 logoff.	
Information	11/09/2013 09:52:14	administrator	System	Data Forwarding: 172.18.50.100:59390 is disconnected.	
Information	11/09/2013 09:45:44	administrator	System	Data Forwarding: 172.18.50.100:59242 is disconnected.	
Information	11/09/2013 09:45:43	administrator	System	Data forwarding: ProRAE Guardian V1.80 rec-sw-wlxu at IP address 172.18.50.100:59242 logoff.	
Information	11/09/2013 09:44:43	administrator	System	Cascade out: Disconnect from 50.19.81.10:9727 ...	
Information	11/09/2013 09:44:43	administrator	System	Cascade out: Connect to 50.19.81.10:9727 ...	
Information	11/09/2013 09:42:47	administrator	System	Data forwarding: ProRAE Guardian V1.80 rec-sw-wlxu at IP address 172.18.50.100:59390 passed authorization and logon.	
Information	11/09/2013 09:42:40	administrator	System	Data Forwarding: 172.18.50.100:59390 is connected.	
Information	11/09/2013 09:39:26	administrator	System	Data Forwarding: 172.18.50.100:59236 is disconnected.	
